Income,Expenses,Age,RiskTolerance,SIP,FD,Stocks
114074,37049,31,1,15405.0,33891.0,27729.0
135765,78963,24,3,17040.600000000002,18176.64,21584.759999999995
193880,24198,66,5,67872.8,33936.4,67872.79999999999
321908,82709,21,3,71759.70000000001,76543.68000000001,90895.61999999998
335826,86317,53,2,62377.25,94813.42,92318.33
337537,209625,49,3,38373.600000000006,40931.840000000004,48606.55999999999
276434,197958,53,4,27466.6,20403.760000000002,30605.64
376600,255875,49,2,30181.25,45875.5,44668.25
273490,48088,24,5,90160.8,45080.4,90160.80000000002
453027,322623,36,2,32601.0,49553.520000000004,48249.479999999996
302107,60123,43,5,96793.6,48396.8,96793.59999999999
243777,78477,21,5,66120.0,33060.0,66120.0
124573,41586,62,3,24896.100000000002,26555.84,31535.059999999994
267666,142326,42,3,37602.00000000001,40108.8,47629.2
162709,27415,27,4,47352.899999999994,35176.44,52764.66
407971,177312,22,3,69197.70000000001,73810.88,87650.41999999998
446650,336868,51,2,27445.5,41717.16,40619.34
48732,16314,38,5,12967.2,6483.6,12967.199999999999
131195,41668,41,5,35810.8,17905.4,35810.799999999996
59749,44144,31,2,3901.25,5929.9,5773.85
244301,56745,68,2,46889.0,71271.28,69395.72
394572,217890,28,2,44170.5,67139.16,65372.34
423704,289718,41,3,40195.8,42875.520000000004,50914.67999999999
432478,188868,36,2,60902.5,92571.8,90135.7
84291,18568,27,1,13144.6,28918.12,23660.280000000002
492930,317572,34,2,43839.5,66636.04,64882.46000000001
310843,78686,33,2,58039.25,88219.66,85898.09
167820,110113,33,3,17312.100000000002,18466.24,21928.659999999993
278930,141198,22,3,41319.600000000006,44074.24,52338.159999999996
58638,6531,64,2,13026.75,19800.66,19279.59
125977,93869,54,3,9632.400000000001,10274.56,12201.039999999999
186926,51271,44,5,54262.0,27131.0,54262.0
161339,95825,58,1,13102.800000000001,28826.16,23585.039999999997
70448,34926,41,2,8880.5,13498.36,13143.14
265885,52915,44,1,42594.0,93706.8,76669.2
154668,114779,44,4,13961.15,10371.140000000001,15556.709999999997
27561,13258,60,5,5721.200000000001,2860.6000000000004,5721.199999999999
406193,31734,55,2,93614.75,142294.42,138549.83
32910,12943,59,1,3993.4,8785.48,7188.120000000001
43275,11738,61,1,6307.400000000001,13876.28,11353.319999999998
211076,53447,53,3,47288.700000000004,50441.28,59899.01999999999
95703,22260,25,5,29377.2,14688.6,29377.200000000004
441240,194728,41,5,98604.8,49302.4,98604.80000000002
136421,6605,67,4,45435.6,33752.16,50628.23999999999
490365,192210,49,1,59631.0,131188.2,107335.79999999999
164118,29818,50,5,53720.0,26860.0,53720.0
358467,276255,50,2,20553.0,31240.56,30418.44
323571,215651,30,4,37772.0,28059.2,42088.8
238958,136189,68,3,30830.700000000004,32886.08,39052.21999999999
280669,58441,34,3,66668.40000000001,71112.96,84446.63999999997
361383,249761,64,4,39067.7,29021.72,43532.58
157541,35105,23,3,36730.8,39179.520000000004,46525.67999999999
209139,132534,20,2,19151.25,29109.9,28343.85
360621,246983,57,5,45455.200000000004,22727.600000000002,45455.19999999998
21917,9234,55,5,5073.200000000001,2536.6000000000004,5073.199999999999
67362,25128,25,2,10558.5,16048.92,15626.58
210455,70545,24,2,34977.5,53165.8,51766.7
415435,306953,32,2,27120.5,41223.16,40138.34
447603,13512,56,1,86818.20000000001,191000.04,156272.75999999998
432432,252754,34,3,53903.40000000001,57496.96,68277.63999999998
62078,45752,24,4,5714.099999999999,4244.76,6367.140000000001
282379,47929,33,5,93780.0,46890.0,93780.0
159639,106834,28,2,13201.25,20065.9,19537.85
366699,253320,59,4,39682.649999999994,29478.54,44217.810000000005
157023,92388,27,3,19390.500000000004,20683.2,24561.3
455048,63596,33,4,137008.19999999998,101777.52,152666.28000000003
371005,260266,40,5,44295.600000000006,22147.800000000003,44295.59999999999
432498,160002,33,2,68124.0,103548.48,100823.52
145501,25611,44,5,47956.0,23978.0,47956.0
234057,48303,27,3,55726.20000000001,59441.28,70586.51999999999
355484,223134,34,1,26470.0,58234.0,47646.0
170168,72728,52,2,24360.0,37027.2,36052.8
431597,97263,58,3,100300.20000000001,106986.88,127046.91999999998
61157,32202,26,3,8686.500000000002,9265.6,11002.9
306663,232881,34,5,29512.800000000003,14756.400000000001,29512.799999999996
287552,64379,49,3,66951.90000000001,71415.36,84805.73999999998
118723,56356,57,1,12473.400000000001,27441.48,22452.12
348800,37154,52,4,109076.09999999999,81027.96,121541.94000000002
301173,64201,29,5,94788.8,47394.4,94788.80000000002
263322,179944,57,5,33351.200000000004,16675.600000000002,33351.2
174782,76907,64,4,34256.25,25447.5,38171.25
322775,134038,48,5,75494.8,37747.4,75494.79999999999
146108,19382,23,4,44354.1,32948.76,49423.13999999999
154828,25609,46,3,38765.700000000004,41350.08,49103.21999999999
452882,342827,55,2,27513.75,41820.9,40720.35
406858,135330,24,4,95034.79999999999,70597.28,105895.92000000001
359978,19153,59,2,85206.25,129513.5,126105.25
96077,7443,45,5,35453.6,17726.8,35453.600000000006
355463,130885,37,1,44915.600000000006,98814.32,80848.07999999999
166400,61942,59,4,36560.299999999996,27159.08,40738.62000000001
309450,221523,63,4,30774.449999999997,22861.02,34291.53
231951,65279,56,2,41668.0,63335.36,61668.64
47632,25530,48,1,4420.400000000001,9724.88,7956.719999999999
154869,52882,42,1,20397.4,44874.28,36715.32000000001
358733,137717,55,1,44203.200000000004,97247.04,79565.76
120158,58173,59,5,24794.0,12397.0,24794.0
162766,61264,28,2,25375.5,38570.76,37555.74
321368,238588,45,1,16556.0,36423.2,29800.800000000003
60738,30150,44,2,7647.0,11623.44,11317.56
259690,144649,26,2,28760.25,43715.58,42565.17
28666,8600,62,3,6019.800000000001,6421.12,7625.079999999999
221579,132738,43,1,17768.2,39090.04,31982.760000000002
349670,223967,52,1,25140.600000000002,55309.32,45253.079999999994
450364,99270,62,2,87773.5,133415.72,129904.78
161467,21241,40,1,28045.2,61699.44,50481.36
266726,75480,39,1,38249.200000000004,84148.24,68848.55999999998
463056,238619,41,4,78552.95,58353.62,87530.43
172638,67823,68,1,20963.0,46118.6,37733.4
21759,16404,49,3,1606.5000000000002,1713.6000000000001,2034.8999999999999
306586,169791,38,5,54718.0,27359.0,54718.0
441168,222516,48,3,65595.6,69968.64,83087.76
169521,38536,33,3,39295.50000000001,41915.200000000004,49774.299999999996
199374,142717,47,1,11331.400000000001,24929.08,20396.519999999997
46737,16485,57,3,9075.600000000002,9680.64,11495.759999999998
401758,191240,27,5,84207.20000000001,42103.600000000006,84207.19999999998
294486,45806,22,2,62170.0,94498.4,92011.6
413170,188675,52,4,78573.25,58368.700000000004,87553.04999999999
308543,133177,26,5,70146.40000000001,35073.200000000004,70146.4
129575,81534,22,3,14412.300000000003,15373.12,18255.579999999994
83230,54148,27,1,5816.400000000001,12796.08,10469.519999999999
498446,339402,52,4,55665.399999999994,41351.44,62027.16
121358,84111,53,3,11174.100000000002,11919.04,14153.859999999997
54911,26591,33,3,8496.000000000002,9062.4,10761.6
32175,13356,40,2,4704.75,7151.22,6963.03
288294,9425,26,1,55773.8,122702.36,100392.84000000001
22198,16348,38,5,2340.0,1170.0,2340.0
455090,149931,48,4,106805.65,79341.34,119012.01000000001
401009,265910,24,4,47284.649999999994,35125.74,52688.61000000001
236586,108145,21,3,38532.3,41101.12,48807.579999999994
385014,212990,31,4,60208.399999999994,44726.24,67089.36000000002
34596,5804,57,1,5758.400000000001,12668.48,10365.119999999999
412417,143155,54,4,94241.7,70008.12,105012.18
277529,153843,43,1,24737.2,54421.840000000004,44526.96
276713,184357,65,1,18471.2,40636.64,33248.16
179601,40954,36,1,27729.4,61004.68,49912.920000000006
55367,41801,64,1,2713.2000000000003,5969.04,4883.759999999999
342918,28752,41,3,94249.80000000002,100533.12,119383.07999999999
333837,121739,45,2,53024.5,80597.24,78476.26
276028,212980,53,5,25219.2,12609.6,25219.200000000004
364138,193456,57,2,42670.5,64859.16,63152.34
453168,233504,57,2,54916.0,83472.32,81275.68
491627,6622,61,5,194002.0,97001.0,194002.0
71226,45760,50,3,7639.800000000001,8149.12,9677.079999999998
24263,13801,31,5,4184.8,2092.4,4184.799999999999
67924,13646,29,5,21711.2,10855.6,21711.199999999997
424880,302881,40,4,42699.649999999994,31719.74,47579.61
180445,133575,21,4,16404.5,12186.2,18279.3
58709,24250,55,3,10337.7,11026.880000000001,13094.419999999998
491833,58276,40,3,130067.10000000002,138738.24,164751.65999999997
276010,94599,55,1,36282.200000000004,79820.84,65307.95999999999
437978,16046,59,3,126579.60000000002,135018.24,160334.15999999997
398165,189374,66,5,83516.40000000001,41758.200000000004,83516.4
435008,64129,55,4,129807.65,96428.54000000001,144642.81
134130,72298,62,1,12366.400000000001,27206.08,22259.519999999997
141789,29058,64,3,33819.3,36073.92,42837.78
86017,52304,45,2,8428.25,12810.94,12473.81
152596,105424,28,1,9434.4,20755.68,16981.92
337056,39008,62,2,74512.0,113258.24,110277.76
392760,280494,54,3,33679.8,35925.12,42661.079999999994
48145,25587,63,3,6767.4000000000015,7218.56,8572.039999999997
236541,25581,53,4,73836.0,54849.6,82274.4
71474,31212,63,3,12078.600000000002,12883.84,15299.559999999998
351770,274104,36,2,19416.5,29513.08,28736.42
56408,33470,68,4,8028.299999999999,5963.88,8945.82
152413,49623,43,3,30837.000000000004,32892.8,39060.2
222503,148326,40,1,14835.400000000001,32637.88,26703.719999999998
414966,72957,35,1,68401.8,150483.96,123123.24000000002
206833,82454,45,1,24875.800000000003,54726.76,44776.439999999995
404876,42641,35,1,72447.0,159383.4,130404.6
163254,92833,40,2,17605.25,26759.98,26055.77
495526,49813,34,5,178285.2,89142.6,178285.19999999998
306214,205840,67,2,25093.5,38142.12,37138.38
61786,34398,48,2,6847.0,10407.44,10133.56
318206,190309,58,3,38369.100000000006,40927.04,48600.85999999999
57265,22850,61,1,6883.0,15142.6,12389.4
109613,79910,43,3,8910.900000000001,9504.960000000001,11287.139999999998
55435,35907,64,2,4882.0,7420.64,7225.36
495266,139055,45,4,124673.84999999999,92614.86,138922.29000000004
192070,99071,68,4,32549.649999999998,24179.74,36269.61
336764,151389,44,5,74150.0,37075.0,74150.0
178417,118824,35,5,23837.2,11918.6,23837.200000000004
99273,79038,54,2,5058.75,7689.3,7486.95
479297,130341,32,5,139582.4,69791.2,139582.40000000002
246577,184615,51,3,18588.600000000002,19827.84,23545.559999999994
378266,44974,65,4,116652.2,86655.92,129983.87999999999
327228,165701,68,5,64610.8,32305.4,64610.799999999996
93972,67187,35,4,9374.75,6964.1,10446.15
340750,110373,44,4,80631.95,59898.020000000004,89847.02999999998
163748,15816,49,1,29586.4,65090.08,53255.520000000004
22050,16692,33,2,1339.5,2036.04,1982.46
206691,117573,56,1,17823.600000000002,39211.92,32082.479999999996
208847,140566,68,1,13656.2,30043.64,24581.160000000003
371575,210763,31,3,48243.600000000006,51459.840000000004,61108.55999999999
63001,6828,56,3,16851.9,17975.36,21345.739999999998
248731,173645,58,3,22525.800000000003,24027.52,28532.679999999997
180829,39636,53,1,28238.600000000002,62124.92,50829.479999999996
306406,85435,23,3,66291.3,70710.72,83968.98000000001
410727,250596,64,2,40032.75,60849.78,59248.47
322186,66665,45,1,51104.200000000004,112429.24,91987.55999999998
178448,123533,24,5,21966.0,10983.0,21966.0
93781,71262,68,1,4503.8,9908.36,8106.84
96898,67483,68,5,11766.0,5883.0,11766.0
456090,12657,54,2,110858.25,168504.54,164070.21
438641,164903,54,5,109495.20000000001,54747.600000000006,109495.19999999998
289431,38660,66,1,50154.200000000004,110339.24,90277.55999999998
210792,107979,33,5,41125.200000000004,20562.600000000002,41125.2
261249,153746,60,3,32250.900000000005,34400.96,40851.13999999999
63642,37284,28,3,7907.4000000000015,8434.56,10016.039999999999
385464,93801,31,2,72915.75,110831.94,107915.31
311336,51542,59,1,51958.8,114309.36,93525.84000000001
346916,86121,43,4,91278.25,67806.7,101710.05
53742,9133,27,3,13382.700000000003,14274.880000000001,16951.419999999995
155044,75831,45,2,19803.25,30100.94,29308.81
388676,139092,47,5,99833.6,49916.8,99833.59999999999
106988,50648,69,5,22536.0,11268.0,22536.0
397149,7396,22,2,97438.25,148106.14,144208.61
353863,254690,32,5,39669.200000000004,19834.600000000002,39669.2
119616,91231,38,4,9934.75,7380.1,11070.15
478298,110228,62,5,147228.0,73614.0,147228.0
379768,162364,61,4,76091.4,56525.04,84787.56
368350,74274,57,4,102926.59999999999,76459.76000000001,114689.64000000001
173606,53874,64,2,29933.0,45498.16,44300.84
88344,54138,50,2,8551.5,12998.28,12656.22
388009,7719,62,5,152116.0,76058.0,152116.0
449725,47534,50,2,100547.75,152832.58000000002,148810.66999999998
432003,131209,33,5,120317.6,60158.8,120317.59999999999
112124,38062,21,5,29624.800000000003,14812.400000000001,29624.799999999996
473677,80418,68,1,78651.8,173033.96,141573.24000000002
448048,168038,53,4,98003.5,72802.6,109203.9
188383,36575,64,3,45542.40000000001,48578.56,57687.03999999999
152079,75981,38,2,19024.5,28917.24,28156.26
455423,149353,47,4,107124.5,79578.2,119367.3
251758,96357,56,5,62160.4,31080.2,62160.40000000001
495413,208667,51,4,100361.09999999999,74553.96,111830.94000000002
398097,143563,46,1,50906.8,111994.96,91632.24
493611,390941,36,2,25667.5,39014.6,37987.9
291221,25953,37,2,66317.0,100801.84,98149.16
174893,120374,48,4,19081.649999999998,14174.94,21262.410000000003
97475,26427,31,5,28419.2,14209.6,28419.200000000004
143786,49064,25,3,28416.600000000006,30311.04,35994.35999999999
309226,34241,42,2,68746.25,104494.3,101744.45
31745,18025,48,4,4802.0,3567.2000000000003,5350.799999999999
165360,94186,32,1,14234.800000000001,31316.56,25622.639999999996
233030,46846,48,5,74473.6,37236.8,74473.59999999999
168554,28411,51,2,35035.75,53254.340000000004,51852.909999999996
360941,57930,36,4,106053.84999999999,78782.86,118174.29000000002
244695,102883,48,5,56724.8,28362.4,56724.799999999996
452430,217943,56,3,70346.1,75035.84,89105.06
204403,53901,38,1,30100.4,66220.88,54180.72
183268,133386,20,2,12470.5,18955.16,18456.34
261531,156054,53,5,42190.8,21095.4,42190.799999999996
199362,31431,68,1,33586.200000000004,73889.64,60455.15999999999
364855,31385,34,4,116714.49999999999,86702.2,130053.3
300783,90530,27,4,73588.54999999999,54665.78,81998.67000000001
452557,210390,46,2,60541.75,92023.46,89601.79
181779,87879,63,5,37560.0,18780.0,37560.0
418871,312003,22,4,37403.799999999996,27785.68,41678.52000000001
142413,5526,44,1,27377.4,60230.28,49279.32000000001
48541,18547,39,4,10497.9,7798.4400000000005,11697.659999999998
290856,109101,67,1,36351.0,79972.2,65431.8
272859,134749,21,3,41433.00000000001,44195.200000000004,52481.799999999996
442975,90708,36,5,140906.80000000002,70453.40000000001,140906.8
274225,162661,37,3,33469.200000000004,35700.48,42394.319999999985
172876,69288,57,1,20717.600000000002,45578.72,37291.67999999999
312231,186002,41,3,37868.700000000004,40393.28,47967.01999999999
328311,211376,36,4,40927.25,30403.100000000002,45604.649999999994
407960,174631,34,4,81665.15,60665.54,90998.31
330931,40488,29,2,72610.75,110368.34,107463.91
214555,127720,21,1,17367.0,38207.4,31260.6
440640,181076,49,1,51912.8,114208.16,93443.04000000001
239724,117755,45,2,30492.25,46348.22,45128.53
232133,159470,45,2,18165.75,27611.94,26885.31
232977,132118,53,2,25214.75,38326.42,37317.83
29078,11090,22,3,5396.400000000001,5756.16,6835.439999999999
415141,220048,25,1,39018.6,85840.92,70233.48
412550,130150,51,1,56480.0,124256.0,101664.0
347025,95827,27,2,62799.5,95455.24,92943.26
279931,139461,39,3,42141.00000000001,44950.4,53378.6
120734,31630,30,4,31186.399999999998,23167.04,34750.560000000005
118511,71435,25,2,11769.0,17888.88,17418.12
101941,79137,22,1,4560.8,10033.76,8209.44
273627,100081,33,3,52063.80000000001,55534.72,65947.47999999998
428529,216957,31,4,74050.2,55008.72,82513.07999999999
152632,84148,38,4,23969.399999999998,17805.84,26708.760000000006
90316,33380,51,3,17080.800000000003,18219.52,21635.679999999997
240971,25049,25,2,53980.5,82050.36,79891.14
298226,5661,56,1,58513.0,128728.6,105323.4
265378,196387,29,3,20697.300000000003,22077.12,26216.579999999998
245314,181572,48,1,12748.400000000001,28046.48,22947.12
443243,64321,43,4,132622.69999999998,98519.72,147779.58000000002
461124,293107,39,4,58805.95,43684.42,65526.630000000005
321207,119225,68,3,60594.600000000006,64634.24,76753.16
286847,201200,55,2,21411.75,32545.86,31689.39
